patch,build,date,section,subsection,category,change_type,previous,now,full_text
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Português (Brasil)
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,日本語
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Deutsch
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,English (EU)
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Español (EU)
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Français
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Italiano
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Polski
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Русский
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,한국어
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,繁體中文
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,English (US)
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,":host { display:inline-block; width:200px; color:currentcolor; fill:currentcolor; aspect-ratio:124 / 58; }
		svg {
			position: absolute;
			top: 0;
			bottom: 0;
			left: 0;
			right: 0;
			stroke: currentColor;
			pointer-events: none;
		}"
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,English (US)
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Español (Latino)
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
